smiles,index,code,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
O=C(NC(=O)C1CCCCC1)NC1CCC(O)CC1,1,17,268.35699999999997,1.6959999999999995,3,3,4.0,0.7129114959303708,0,78.43,0.048084155283868314,0.9477201223373413,0.8661195635795593,0.03275351263582706,0.09310006573796273,0.5629062533378602,0.023039928078651427,0.15852464139461517,0.0017681265249848365,0.3069043308496475,0.005723171122372151,0.18408653885126114,0.1239377036690712,0.3618223547935486,0.9965687036514282,0.005171711323782802,0.041796202585101125,0.012441000854596495,0.009060215600766242,0.005304923048242927,0.10885051861405373,0.011687183659523726,0.3210622131824493,0.011077745351940393,0.056166373565793036,0.0027307211887091397,0.02580889631062746,0.09160040505230427,0.02763951001688838,0.34481297731399535,0.058838825672864914,-4.663353779726657,24.44191941974217,-20.44107539993048,4.400018807738113,-11.257026565076087,2.0788221468433283,1.996800320641975,68.48279518778149,-2.8769645555914,1.8841331273935027,31.98914307871268,41.33385032958511,31.17487398216363,77.25862737495153,63.80379992245056,76.69639395114385,22.489336952307095,52.462194649088794,19.232260566110895,75.84335013571152,63.784412563008914,46.956184567661886,48.274525009693676,95.73478092283831,43.19503683598294,60.02326483132997,9.693679720822024,32.53198914307871,28.344319503683597,55.874369910818146,55.99069406746801,44.39705312136487,52.30709577355564,32.49321442419542,68.67002714230321,38.58084528887166,37.02985653354013,23.18728189220628,59.44164404808065,63.20279177975959,26.25048468398604,24.00155098875533,32.64831329972858,36.370686312524235,62.62117099651027,62.27219852656068,54.47848003101977,40.635905389685924,23.226056611089568,69.91081814656843,37.41760372237301,8.879410624272975,45.21132221791392,33.65645599069407,23.65257851880574,59.86816595579682,41.760372237301276,52.966265994571536,53.043815432338114
