FC,canonical_smiles
-0.029404123,COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)C=C)c3)n2)cc1
-0.00694927,OC[C@H]1O[C@H](CC(=O)NCc2ccc3OCOc3c2)C[C@@H]4[C@H]1Oc5ccc(NC(=O)C6CCOCC6)cc45
0.021450844,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC
0.008337135,C[C@H](CC[C@@H]1OC1(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
-0.038094005,CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@H](C)NC[C@H]1C
0.212898188,OC[C@@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)c2ccccc2F)N1CC1CC1
-0.182912698,CN1CC[C@@]2(Cc3nc4ccccc4cc3C[C@H]2C1)c1cccc(O)c1
0.017117635,CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C
0.013527845,Clc1ccc(cc1Cl)C12CC1CNC2
-0.012339192,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](N=CN1CCCCCC1)C2=O
-0.279325158,Clc1ccc(cc1)C(=O)NNC(=O)c2csc(n2)c3cccs3
0.057479285,COc1cc(/C=C2/SC(=NC2=O)Nc3ccc(O)cc3)ccc1O
-0.209429039,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@@H]2[C@@H](C)O[C@H](C[C@@H]2O)O[C@@H]3[C@@H](C)O[C@H](C[C@@H]3O)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4
-0.015494586,CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N
0.046514487,CN1C[C@@H](O)COC[C@@H]2O[C@H](CC(=O)NC3CCC3)CC[C@@H]12
-0.040613969,Oc1cc(c2cc(ccc2c1N=Nc3ccc4ccccc4c3O)[N+](=O)[O-])S(=O)(=O)O
-0.002361547,CN(Cc1cccs1)c1ncnc2ccc(cc12)-c1ccc2OCOc2c1
0.029537954,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3
-0.055783188,CCOC(=O)Nc1cccc(NC(=O)c2cc(OC)cc(OC)c2)c1
0.140245333,Cc1ccccc1-c1ccc(cc1)[C@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)C(=O)c1ccncc1
0.001999932,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O
-0.077221603,CO[C@H](CN(C)Cc1nccs1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(F)cc1
-0.011524624,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12
-0.008924235,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C
-0.064860363,COC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccccc4F)cc23)[C@H](CO)O1
-0.008560052,CCCC(CCC)C(O)=O
0.191438822,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2OC[C@@H](C)N(C[C@@H]1C)C(=O)CC1CC1
0.028474944,C(Cc1ccco1)Nc1ncnc2ccc(cc12)-c1ccc2OCOc2c1
0.038821038,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cnnn3CCCC1=O
0.048072457,Cn1c2ncn(CCOC(=O)C(C)(C)Oc3ccc(Cl)cc3)c2c(=O)n(C)c1=O
0.142882871,Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1
0.146834477,C1COC[C@@H]1N2C3=NC(=NC=C3N=C2NC4=C(C=C(C=C4F)F)F)NC5CCC(CC5)O
-0.043198569,COc1ccc2c(OC)c3ccoc3nc2c1OC
0.014146577,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(Cc2cc(on2)-c2ccccc2)CC1)C(C)=O
-0.029793225,Fc1ccc(cc1)N1CCN(CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1
0.143566592,CC(C)CC(NC(=O)OCC1c2ccccc2-c3ccccc13)C(=O)O
0.076896685,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCOCC2)Oc3cc(ccc3S1(=O)=O)c4cccnc4
-0.01432414,Cn1cc(C2=C(C(=O)NC2=O)c2ccc(Cl)cc2Cl)c2ccccc12
-0.004644485,Cn1cnc2n(C)c(=O)[nH]c(=O)c12
0.323383901,CN1[C@H]2CC[C@H](CC(=O)NCC(F)(F)F)O[C@H]2COc2ccc(NC(=O)Nc3ccc(C)cc3)cc2C1=O
-0.238583395,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NC(=O)Nc4ccc(F)cc4)cccc3C1=O
-0.005397934,CN(C(=S)Oc1ccc2ccccc2c1)c1cccc(C)c1
0.032387758,Cc1ccccc1-c1ccc(cc1)[C@@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)S(C)(=O)=O
-0.013431951,OC[C@@H]1O[C@H](CCNS(=O)(=O)c2ccccc2)CC[C@@H]1NC(=O)c1cccnc1
-0.153861104,OC(c1ccc(NS(=O)(=O)c2cccs2)cc1)(C(F)(F)F)C(F)(F)F
-0.015374087,CCc1cnc(nc1)N1CCC(CC1)c1nc(COc2ccc(cc2)-n2cnnn2)cs1
0.021853248,O=C(OCC#CCSc1nnc(o1)-c1cccc2ccccc12)C1CCC1
0.178192466,CCCCOc1c(cnc2[nH]ncc12)C(=O)c1c(F)cc(C)cc1F
0.067244118,CN(C)Cc1ccc(cc1)-c1nc2cccc3C(=O)NCCn1c23
0.018832327,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
0.041888975,CC(C)C(N1C(=O)/C(=C/c2ccccc2)/SC1=S)C(=O)O
0.082372778,Cc1c(CCOC(=O)c2ccc(N3CCOCC3)c(c2)[N+](=O)[O-])sc[n+]1CC#N
0.030538629,Cn1nnnc1Sc2ncnc3scc(c4cccc(Br)c4)c23
-0.028052508,COC(=O)CC1N(CCNC1=O)C(=O)OC(C)(C)C
0.448064376,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(CC1)C(=O)Nc1ccccc1F)C(=O)Cc1ccccc1
-0.05845506,COC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(N)cc23)[C@H](CO)O1
-0.054392763,Nc1ccncc1
-0.065405591,O[C@@H]1CN[C@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COC1
-0.018074845,COc1ccc2nccc([C@@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1
-0.006703898,NC(CCCNC(N)=O)C(O)=O
0.038078955,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
0.080619168,Cc1ccc(NS(=O)(=O)c2ccc3NC(=O)CCc3c2)cc1C
-0.022240641,COC(=O)C1=COC(O)C2C1CC=C2CO
0.201630123,COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O
0.051885789,COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(=O)O
-0.005927393,CCCOc1ccc(cc1)c2nc(OC)c3ccccc3n2
-0.076850085,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
0.270302408,O[C@H]1COC[C@@H]2O[C@@H](CC(=O)NC3CCCC3)CC[C@H]2N(C1)C(=O)c1ccc2OCOc2c1
-0.048140382,COCC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)N[C@@H](C)c4ccccc4)O[C@@H]3CO)c2c1
-0.148481139,CC(C)CCCCCCCCC=CC(=O)N[C@H]1[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2NC(C)=O)O[C@H](C[C@@H](O)[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O
-0.119887043,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
0.012666935,OC(COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1
-0.055497346,COc1ccc(cc1)[Si](C)(C)[C@H]2[C@H](C)[C@]3(O[C@@H]2CCn4cc(CCO)nn4)C(=O)N(CC=C)c5ccc(cc53)N6C(=O)c7cccc8cccc6c78
-0.080683808,Cc1ccc2c(Cl)c(sc2c1)C(=O)NCCCN1CCOCC1
0.372101249,CCCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N([C@H]1C#N)S(C)(=O)=O
-0.007853917,CN1CCN(CCCCN2C(=O)CN(N=Cc3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1
-0.069947221,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
-0.044882389,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)C5CCCCC5)cccc4C1=O
0.18833314,CCCC(=O)N1C[C@@]2(C1)CN([C@@H](CO)c1c2c2ccc(OC)cc2n1C)C(=O)Nc1cccc(F)c1
-0.116729508,COc1cc(CC2COC(C2COC(=O)/C=C/c3ccc(O)cc3)c4ccc(O)c(OC)c4)ccc1O
0.084533592,NC(=O)CN1Cc2ccccc2OC1=O
0.232086645,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)OCc3cn(CCCC1=O)nn3
-0.08546008,COC(OC)[C@]12O[C@@H]3[C@H](O1)[C@@](O)(Oc1c3c(C)cc3c(OC)c4CCCC(=O)c4c(O)c13)[C@@]21CO1
-0.0347668,CCOC(=O)c1ccc(OC(=O)CCCCCNC(N)=N)cc1
0.10887939,CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC
0.050593565,CCC(C(=O)NC/C=CC=C(C)/C(OC)C(C)C1OC(C=C/C=CC=C(C)/C(=O)c2c(O)cc[nH]c2=O)C(O)C1O)C3(O)OC(C=C/C=CC)C(C)(C)C(O)C3O
0.009752674,CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@H](C)N(Cc2ccccn2)C[C@@H]1C
0.121499643,COc1cc2c(CCNC(C)=O)c(C)[nH]c2cc1Cl
0.026393161,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C1=O
0.183058508,COc1ccc2c3c([C@H](CO)N(C)C[C@]33CCN(CC3)C(=O)c3ccccc3F)n(C)c2c1
0.029295822,CO[C@@H](CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)[C@@H](C)CN(Cc1ccccc1Cl)[C@@H](C)CO
-0.249301971,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
0.116112529,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
0.073262395,COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24
0.019006485,CCOc1cc(cc(Cl)c1OCC(=O)OC)C=C1C(=O)N(N=C/1C)c1ccccc1
0.111042228,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)OCc2ccccc2)OCc3cn(CCCC1=O)nn3
-0.241866478,CC1CCN(CN2CC(COc3ccccc3C)OC2=O)CC1
-0.046443884,Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12
-0.056038621,COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3)c2cc1OC
0.100907389,CC1CCCCC1NC(=O)c2cnn3c(cc(nc23)c4ccccc4)C(F)(F)F
-0.043630434,C(Cc1c[nH]c2ccccc12)Nc1ccc(Nc2ccncc2)cc1
-0.028816649,CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc12
-0.1658677,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1
0.024371413,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc2ncc(Br)cc2C1=O
-0.063720834,NC(=O)c1ncn(C2OC(COP(O)(O)=O)C(O)C2O)c1N
0.31031974,COc1cc(ccc1Nc1ncc2N(C)C(=O)CC(C)N(C3CCCC3)c2n1)C(=O)NC1CCN(C)CC1
0.149234587,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)Oc3ccc(NC(=O)C4CCCCC4)cc3CC1=O
-0.041765237,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(O)=O)C(O)=O)[C@H](CC(C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(O)=O)C(O)=O
-0.060601559,COc1ccc(cc1)[Si](C)(C)[C@H]2[C@H](C)[C@]3(O[C@@H]2CCO)C(=O)N(Cc4cccc(c4)N5CCOC5=O)c6ccccc63
-0.032401643,CN(C)CCC=C1c2ccccc2CCc2ccccc12
-0.003194591,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
0.04784123,C[C@@]12CCC3C(CCC4=CC(=O)C=C[C@]34C)C2CCC1=O
-0.009658327,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)Cc1ccccc1
-0.199669491,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1
-0.12611254,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
-0.10220683,CC1CC2C(C3C=C(COC(=O)c4ccccc4)C(O)C4(O)C(OC(=O)c5ccccc5)C(C)=CC14C3=O)C2(C)C
-0.053676825,Nc1c2CCCCc2nc2ccccc12
-0.026729633,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
-0.036195827,Fc1ccccc1NS(=O)(=O)c1cc(C(=O)N2CCN3CCC[C@@H]3C2)c(Cl)cc1F
0.04500387,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1
-0.002555043,[O-][N+](=O)OCCNC(=O)c1cccnc1
0.135318069,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
0.381385747,CC=Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(CCC(F)(F)F)C[C@@H]12
0.15722876,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
-0.072997922,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O
-0.084788003,CN1[C@@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O
0.198982471,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc3ccccc3-c4ccccc4C1=O
0.058146349,COC(=O)c1cc2COc3ccc(F)cc3-c2s1
-0.069621955,OC[C@@H]1O[C@H](CC(=O)NCc2cc(F)cc(F)c2)C=C[C@@H]1NC(=O)c1ccccn1
-0.05227518,NC(=N)SCCc1ccc(OCc2ccc(cc2)[N+]([O-])=O)cc1
-0.13041547,CO[C@H]1[C@H](O)C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)O
0.219045971,CCc1cnc(s1)N1[C@H](CO)[C@@H]([C@H]1C#N)c1ccc(cc1)C1=CCCCC1
0.088698486,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1[nH]c2cc(F)ccc2c1C[C@@H]1C[C@H](O)CN1C(=O)[C@H](CC)NC(=O)[C@H](C)NC
0.102911709,CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)NC(C)C)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
0.111511698,NC(=N)NN=Cc1c(Cl)cccc1Cl
0.036690057,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2OC[C@@H](C)NC[C@H]1C
0.254854219,CCCCCCCCCCCCCCSCC(O)=O
-0.077847753,CN(C)CCCNc1c2ccccc2n(C)c2nc(=O)n(C)c(=O)c12
-0.006585261,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12
0.210562694,CN1[C@H]2CC[C@@H](CC(=O)NCc3ccc4OCOc4c3)O[C@@H]2COc2ccc(NC(=O)C3CCOCC3)cc2C1=O
