FC,canonical_smiles
-0.059369257,Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F
0.030714878,CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23
0.018486271,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1
-0.015969495,CNC[C@H]1OCc2cn(CCCC(=O)N(C[C@H]1C)[C@H](C)CO)nn2
-0.021622347,CN(C)CCCNC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@H]2N1C(C)=O
0.097208204,OC[C@H]1O[C@H](CCNC(=O)C2CC2)CC[C@@H]1NS(=O)(=O)c1cccc(F)c1
-0.04232531,Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1
-0.096558733,ONC(=O)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1
0.115501592,CC=Cc1ccc(cc1)[C@H]1[C@@H](CO)N([C@@H]1C#N)S(=O)(=O)c1cccc(F)c1
0.259864602,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(Cc2cccnc2)CC1)C(=O)c1ccc(F)cc1
-0.068746745,CCC(CC=Cc1ccccc1)(N(C)CC1CC1)c1ccccc1
0.330550327,Cc1cccc(c1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)S(=O)(=O)c1ccccc1F
-0.019848344,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
0.009165833,CC1=CCC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1
-0.004204372,CN1C(=S)NC(Cc2c[nH]c3ccccc23)C1=O
0.04214193,OC[C@@H]1O[C@H](CC(=O)NCc2ccc(Oc3ccccc3)cc2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)Nc3ccccc3F)cc21
-0.094009448,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O
-0.061170646,Oc1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2)cc1
0.137199445,Cc1ccc(C)c(c1)-n1sc2cc(F)ccc2c1=O
-0.038645728,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(cn2)C(=O)C2CC2)c(C)cc1C(N)=O
-0.012112361,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
-0.188760024,O=S(=O)(N1CCNCC1)c1cccc2cnccc12
0.066162563,CC(C)CC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)NC1CCCC1
0.045250212,FC(F)(F)Oc1ccc(cc1)C(=O)OCC#CCSc1nnc(o1)-c1cccc2ccccc12
0.001645711,O=C(NC1CC1)c2cc(on2)c3cccs3
-0.185614408,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C
0.019389604,COc1cc(ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12)C(=O)NS(=O)(=O)c1ccccc1C
0.027260173,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1
-0.098636923,CN(C)CCC=C1/c2ccccc2Sc2ccc(Cl)cc12
-0.12886107,COc1ccc(CN2CCNCC2)c(OC)c1OC
-0.035399441,CC[C@@H](C)Nc1cc(C(=O)NC2CC3CCC(C2)N3c2ccc(cn2)C(=O)C2CC2)c(C)cc1C(N)=O
0.006232131,O[C@@H]1CN2CCC[C@@H](O)[C@@H]2[C@@H]1O
0.001251875,Oc1cc2c3c(oc(=O)c4cc(O)c(O)c(oc2=O)c34)c1O
-0.013965338,COC(=O)C1=C(C)N=C(C)C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1
0.028676078,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1
-0.014741131,CCN(CC)CC(=O)Nc1c(C)cccc1C
0.337768911,COc1cccc(NC(=O)C[C@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)C5CCOCC5)cc4C(=O)N3C)O2)c1
-0.012698416,CCc1nnc(NC(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3ccccc3)s1
0.186016955,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
-0.009422253,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl
0.063183072,N[C@H](C(=O)Nc1ccc(Cl)cc1C(=O)c1ccc[nH]1)c1ccccc1
0.132765285,COc1ccc(cc1)C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)O
-0.09572745,CCNC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2C(=O)c2ccccn2)O1
0.179275949,O[C@H]1COC[C@H]2O[C@@H](CC(=O)NCc3ccc(F)cc3)CC[C@@H]2N(CC2CCCCC2)C1
-0.052982345,Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1
-0.081080688,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
-0.041385619,Oc1ccc(C=Cc2c(F)cccc2F)c2cccnc12
-0.109822825,Brc1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1
0.051382913,Cc1ccc(cc1)C(=O)N2c3ccccc3Sc4ccccc24
-0.033515347,OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21
-0.084451554,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@H]12)C(O)=O
-0.025822002,OC(=O)c1cc(O)c(O)c(O)c1
-0.040989529,Cc1cccc(CNc2ncnc3ccc(cc23)c4ccccc4Cl)c1
0.03785658,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
-0.401771012,Cc1nn(c(C)c1C=NN2CCN(Cc3ccccc3)CC2)c4ccccc4
-0.106006522,Clc1ccc(cc1)C(=O)NNC(=O)c2csc(n2)c3cccs3
0.052140295,CCOc1cc(cc(Cl)c1OCC(=O)OC)C=C1C(=O)N(N=C/1C)c1ccccc1
0.0508563,CCCC(=O)Nc1ccc2c(OC[C@@H](C)N(Cc3ccc(cc3)-c3ccccn3)C[C@@H](C)[C@H](CN(C)C2=O)OC)c1
0.035155366,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
0.056357148,CC(C)NC(=O)Nc1ccc2O[C@@H](CN(C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
0.010869448,C[C@]1(CCCN1c1nc(Nc2cc(n[nH]2)C2CC2)c2cccn2n1)C(=O)Nc1ccc(F)nc1
0.057195505,CNc1nc(N)c(c(Nc2ccc(F)cc2)n1)[N+]([O-])=O
0.362970582,COc1ccc(cc1)C#Cc1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(C)C[C@H]12
0.048320873,Cc1cc(NC(=O)CCl)no1
-0.001053136,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO
-0.112835836,OC(=O)CCc1c[nH]c2ccc(O)cc12
0.13470742,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)c3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
-0.028531645,CCCCCCCCCCCCCCSCC(O)=O
-0.010018906,CC(C)c1onc(c1COc1ccc(C=Cc2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl
0.188908312,OCc1c(Cl)cccc1N2[C@@H](C(=O)NCc3ccccc3)[C@]4(O[C@H]5C=C4)[C@H]([C@@H]5C(=O)O)C2=O
0.151651926,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
-0.100753154,OC[C@@H]1[C@H]2Cn3c(ccc(-c4cccc(F)c4)c3=O)[C@H](N2)[C@H]1C(=O)NCc1ccccc1
-0.018476447,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
-0.013325463,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
0.163944579,Fc1cccc(F)c1S(=O)(=O)NCCCCCNS(=O)(=O)c2ccc3OCCOc3c2
-0.04579698,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1
-0.037662972,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccncc2)Oc2ccc(NS(C)(=O)=O)cc2CC1=O
0.098217529,COc1ccc(Nc2nc(N)nc(CN3CCCCC3)n2)cc1
0.034700793,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2OC[C@@H](C)N(C[C@@H]1C)C(=O)CN(C)C
0.049554241,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
-0.008698916,CO[C@@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(Cc2ccccc2F)C[C@@H]1C
-0.13899382,O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1
0.071374381,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C)Oc2ccc(NC(=O)C3CC3)cc2C1=O
0.086383256,CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O
-0.02043958,ClCCN(CCCl)P1(=O)NCCCO1
0.044514775,CCCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N2[C@@H]1CN(CC2=O)C(=O)Nc1cccc(F)c1
-0.101656066,CN(C)CCC=C1/c2ccccc2CSc2ccccc12
-0.023130767,COc1ccc(C2=NC(C(N2C(=O)N2CCNC(=O)C2)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(OC(C)C)c1
0.039487335,OC[C@@H]1O[C@H](CC(=O)NCCc2ccccc2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)C5CCC5)cc34
0.058474255,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O
-0.028944258,OC(=O)c1ccc(cc1)C=C1SC(=S)N(C1=O)c1cccc(c1)C(F)(F)F
-0.022091059,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O
0.216452068,OC[C@@H]1N[C@@H](C#N)[C@@H]1c1ccc(cc1)-c1cccc(F)c1
0.197121291,CN(C)c1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N4CCc5ccccc5C4)O[C@H]3CO)c2c1
-0.01998637,COCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
0.18421899,CCOc1ccccc1CNc2ncnc3ccc(cc23)c4c(C)noc4C
0.122647874,CC(C)(C)S(=O)(=O)C(=Cc1cccn1S(=O)(=O)c1ccccc1)C#N
-0.053227468,CCOC(=O)c1c2C(=O)c3ccccc3C(=O)c2n4ccccc14
0.080205954,COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12
0.043587591,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
0.131473349,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@@H](CN(C)Cc3ccncc3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1
0.003490543,Cn1cc[nH]c1=S
-0.002760446,CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1
-0.004081275,CCCC(=O)Nc1ccc2OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c1cnccn1
0.081526572,CN1C(C(=O)Nc2cc(C)on2)C(=O)c2ccccc2S1(=O)=O
-0.092325946,CO[C@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)[C@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)OC
-0.05822181,NCCCC(N)(C(F)F)C(O)=O
0.289496023,OC[C@H]1[C@@H]2Cn3c(=O)c(C=Cc4ccccc4)ccc3[C@@H]2N(Cc2ccc3OCOc3c2)[C@@H]1C(O)=O
0.134051371,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NS(=O)(=O)C)cc4CC1=O
-0.056582197,C[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCc1ccc(c(C)c1)-c1ccccc1)CC(=O)NO)C(C)(C)C)c1ccccc1
-0.043815608,CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O
0.049037561,FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1
0.129636962,CN1[C@H]2CC[C@H](CC(=O)NCc3ccc4OCOc4c3)O[C@H]2COc2ccc(NC(=O)c3ccccc3F)cc2C1=O
0.155943876,CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)C=C[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)CC=CC=C1)[C@H]2C
0.058753259,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cccc(Cl)c3)ccc2OC[C@@H](C)N(C)C[C@@H]1C
-0.146570153,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1
0.049285234,CN1CCc2cc3OCOc3cc2[C@H]1C4OC(=O)c5c6OCOc6ccc45
0.003315453,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
0.299855432,CO[C@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)CCCC(=O)N(C)C[C@@H]1O2)C#N
0.015130805,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(c1)C(=O)N[C@H](CO)c1cccc(Cl)c1
0.241682405,OC[C@H]1[C@@H]([C@H](C#N)N1C(=O)c1ccccn1)c1ccc(cc1)C1=CCCC1
0.015495485,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1
0.005846601,C1CCC(CC1)c1ccc2n3CCNC4CCCc(c34)c2c1
-0.057484983,OC(Cc1cnc2ccccn12)(P(O)(O)=O)P(O)(O)=O
-0.058710471,COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C1O)C2=O
5.76e-06,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Oc2ccc(C)cc2)OCc3cnnn3CCCC1=O
0.250091129,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccc2)OCc3cnnn3CCCC1=O
-0.029606176,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
-0.063450361,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C
-0.049027093,CO[C@@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)CN(C)C
-0.044465035,Cc1cccc(c1)S(=O)(=O)N[C@H]1CC[C@H](CCNS(=O)(=O)c2ccccc2F)O[C@H]1CO
0.295888087,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O
-0.181468256,CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)c3ccccc3)C3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1
0.158471436,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)N(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N
0.243101774,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)Nc4ccc5OCOc5c4)cc3C1=O
0.022829421,CC(C)(C)[S@](=O)N1Cc2cc(nc(c2[C@@H]1CCO)-c1cccc(c1)-c1cccc(F)c1)C(=O)NCC(F)(F)F
0.084165302,CC1(C)[C@H](CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O
0.028043975,c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1
-0.008448972,FC(F)(F)c1cccc(Nc2ncccc2C(=O)OC2OC(=O)c3ccccc23)c1
-0.04775356,CCOC(=O)C1=C(C)N=c2sc(=C/c3cc(Br)c(O)c(Br)c3)c(=O)n2C1c1ccc2OCOc2c1
0.002753742,O=C1c2ccccc2C(NC2CCCCC2)C1=Cc1ccccc1
0.182446245,CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4cncnc4)c3=O)[C@H]2N1Cc1cc(F)ccc1F
-0.010499557,Cn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc12
0.003863787,CCCCCCCCCCCCCCC(F)C(=O)O
-0.006241851,COc1cc2CCN3C[C@@H](CC(C)C)C(=O)C[C@@H]3c2cc1OC
-0.031740212,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(cc2)C(F)(F)F)OCc3ccccc3-c4ccccc4C1=O
-0.032551719,CO[C@@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1cccc(Cl)c1
0.025010177,CN1[C@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O
0.017855698,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1
-0.04880934,Brc1c(Br)c(Br)c2[nH]nnc2c1Br
-0.024636857,O=C1NC(=O)C(S1)=C/c1ccc2nccnc2c1
-0.050898305,NC(=O)N1c2ccccc2C=Cc2ccccc12
0.091378527,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O
-0.151635696,Fc1ccc(cc1)C(=O)/C=C/2C(=O)Nc3ccc(Br)cc23
-0.11618434,CCCN(CCC)c1nc(nc2cc(OC)c(OC)cc12)N3CCCC3
0.306227909,OC[C@@H]1[C@@H]([C@H](CNC(=O)NC2CCCC2)N1C(=O)C1CC1)c1ccccc1
0.077624193,CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O
-0.095270546,CCCCCCCCc1ccc(cc1)-c1ccc(cc1)C(O)=O
0.075276646,COc1cccc(c1)S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NCCCN3CCOCC3)CC[C@H]12
-0.065131183,CC(C)NNC(=O)c1ccncc1
0.303837622,COc1ccccc1-c1cn(CC[C@@H]2CC[C@H](NC(=O)c3cnccn3)[C@H](CO)O2)nn1
-3.84e-07,COc1ccccc1/C=CC(=O)O
0.127872851,CN1[C@H]2CC[C@@H](CC(=O)NCCc3ccncc3)O[C@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O
0.041393622,Cc1cc(ccc1NC(=O)c1ccnn1C)N=Nc1ccccc1C
-0.047957293,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C)C(=O)O
-0.04299468,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC
-0.111001842,CN1[C@@H]2CC[C@@H](CC(=O)NCc3ccc4OCOc4c3)O[C@H]2COc2ccc(NC(=O)c3ccccc3F)cc2C1=O
-0.037856764,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3ccc(F)cc3)cc2OC[C@@H](C)N(C)C[C@@H]1C
-0.057014307,OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3CCCc3c2)nc2n(Cc3ccc(cc3)-c3ccccc3)cnc12
0.120362755,Brc1ccc(cc1)C(=O)OCC#CCSc2nnc(o2)c3cccc4ccccc34
-0.004315284,Clc1cccc(c1)N1CCN(Cc2cncn2Cc2ccc(cc2)C#N)CC1=O
-0.109320831,CCCC(=O)Nc1cccc(NC(=O)Cc2ccc(Cl)cc2)c1
0.071056551,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
-0.004982995,Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O
-0.014457954,CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(N)(=O)=O
-0.110471364,OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3CCCc3c2)nc2n(Cc3ccc(cc3)-c3ccccc3)cnc12
0.170861363,O=C(C1CCN(CC1)c1ncnc2sccc12)c1ccccc1
0.266811377,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(CC1)S(C)(=O)=O)C(=O)C1CCOCC1
-0.075938336,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NC(=O)Nc4ccc(cc4)C(F)(F)F)cccc3C1=O
-0.021482753,OC(=O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1
-0.061423821,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1
-0.049866435,NCc1ccc(cc1)S(N)(=O)=O
0.035387908,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
-0.049427451,OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@@H](O)[C@@H](O)[C@@H]1O
-0.009790425,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1
-0.020955557,Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4-c4ccccc4)cc3)c3ccccc3-c2[nH]1
0.05401333,C(C#CCN1CCCC1)N1CCCC1
0.25137794,COC(=O)[C@@H](N)CSC/C=C(C)/CC/C=C(C)/CCC=C(C)C
0.217277501,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
0.036065321,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O
0.165186886,Cn1nnnc1Sc2ncnc3scc(c4ccc(C#N)cc4)c23
0.052395686,Cn1cc(CCN)c2ccccc12
0.027675775,CO[C@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@H](C)N(CC2CCCCC2)C[C@H]1C
0.052631549,CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2
0.396243335,CC(C)NC(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2C(=O)C1)c1ccc(C=Cc2ccccc2)cc1
0.035626963,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C
0.007225089,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1
-0.00752298,COC(=O)C1=C(C)NC2=C(C1c3ccccc3)C(=O)CC(C2)c4ccc(Cl)cc4
0.202347444,O[C@H]1COC[C@@H]2O[C@H](CC(=O)NCCN3CCCCC3)CC[C@H]2N(C1)S(=O)(=O)c1ccccc1
-0.007641,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCc2cnnn2CCCC1=O
0.010325074,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
-0.05031489,CC(C)c1nnc(C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
0.180557002,OC[C@@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2Cc1ccncc1)-c1cccc(F)c1
0.020145773,OC[C@@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)C2CCC2)N1C(=O)NC1CCCC1
0.068217586,CN1CCN2C(C1)c1ccccc1Cc1cccnc21
0.09290594,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](OC)[C@H](C)C(=O)N(C)C[C@H]1O2)C#N
-0.026145416,Oc1c(Cl)cc(Cl)c2cccnc12
-0.218654263,Cc1csc(CNc2ncnc3ccc(cc23)c4ccoc4)c1
-0.245753662,O=C(C=CC=Cc1ccc2OCOc2c1)N1CCCCC1
-0.070257085,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)Nc1cccc2c(Cl)c[nH]c12
0.008836635,CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4
0.151041424,CCCC(C)NC(=O)c1ccc(Cl)c(Cl)c1
-0.112170972,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccccc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
-0.052741938,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4
0.172149805,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3C1=O
0.113716473,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
0.194024597,CN1CCN(CC1)C(=O)C[C@H]2C[C@H]3[C@H](Oc4ccc(NC(=O)C5CCC5)cc34)[C@H](CO)O2
0.177602681,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)C(C)=CC=C/[C@H](OC)[C@@H](OC(N)=O)C(C)=C[C@H](C)[C@H]1O)C2=O
0.385795789,OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)Cc1ccccn1)c1ccc(cc1)C#CCC1CCCC1
-0.015127475,COc1ccccc1-c1ccc2[C@@H]3[C@@H]([C@@H](CO)[C@H](Cn2c1=O)N3CC1CC1)C(=O)N1CCOCC1
-0.880476331,C[C@@H]1CC(=O)NN=C1c1ccc(N)c(c1)[N+]([O-])=O
