FC,canonical_smiles
-0.06989653,CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
0.360049472,COCC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccccc1F
0.033467434,CC(C)c1onc(c1COc2ccc(C=Cc3cccc(c3)C(=O)O)c(Cl)c2)c4c(Cl)cccc4Cl
-0.004091567,COC(=O)C1=C(C)NC2=C(C1c3ccccc3)C(=O)CC(C2)c4ccc(Cl)cc4
-0.030382264,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@H](C[C@H]1C(O)=O)Sc1ccccc1
-0.108381444,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F
0.192482397,CC(=O)NC1=NN(C(C)=O)C(C)(S1)c1ccccc1
-0.038044532,NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1
-0.079384364,CNCCCC12CCC(c3ccccc13)c1ccccc21
0.057532507,C[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@H]1O
0.039683993,CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1
0.156728458,OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)/C=C/c3ccccn3
-0.025729726,CC(C)n1cnc2c(Nc3cccc(NC(=O)C=C)c3)nc(N[C@H]3CC[C@@H](CC3)N(C)C)nc12
-0.057093237,OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1
0.07712937,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)CC3CC3)[C@@H](C)CN([C@@H](C)CO)C(=O)Cc2c1
0.422940034,CCC(=O)N1C[C@H]2[C@@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#Cc1cccnc1
0.138896503,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CSC[C@H](NC(=O)C)C(=O)O)/C)/C)/C)C
-0.145679859,Cn1nc(nc2c(=O)n(C)c(=O)nc12)c3ccccn3
-0.049089844,O[C@H]1C[C@H](OCc2ccc(cc2)c3ccccc3)[C@H](CC/C=CCCC(=O)O)[C@H]1N4CCCCC4
0.046318144,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
0.284722031,CNC(NCCSCc1ccc(CN(C)C)o1)=C[N+]([O-])=O
-0.007034804,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(O)(O)=O
-3.88e-05,Oc1ccccc1N1CC=C(NC1=O)c1cccc(c1)[N+]([O-])=O
0.103032813,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C1=O
-0.017338575,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1
-0.180021592,COc1cc-2c(C[C@@H]3N(C)CCc4cc(O)c(OC)c2c34)cc1O
0.062930232,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1
0.087323119,CCC1(CCC(=O)NC1=O)c1ccc(N)cc1
-0.022563666,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
-0.045411174,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
-0.046841121,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4CC[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
0.143045539,CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
-0.161706571,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O
-0.031550402,[I+]1c2ccccc2-c2ccccc12
6.48e-06,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl
0.082161524,CO[C@@H]1C[C@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C6=CC(=O)OC6)O[C@H](C)[C@@H]1O
0.239459548,OC(C1CCN(CCCOc2cccc(c2)C#N)CC1)(c1ccccc1)c1ccccc1
0.318102567,COc1ccccc1C(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)NCCc4ccncc4)CC[C@H]3N(C)C(=O)c2c1
-0.152940437,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1
-0.11776723,CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(C)c2cc(O)ccc12)-c1ccc(O)cc1
0.371784679,CN1[C@H]2CC[C@H](CC(=O)N3CCc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3cccc(F)c3)cc2C1=O
-0.227416306,OC(CN1CCN(CC1)c1cccc(Cl)c1)C(c1ccccc1)c1ccccc1
-0.098718434,O=C1C=CCCN1S(=O)(=O)C=Cc1ccccc1
-0.039422486,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O
0.011200305,CC(Cc1ccccc1)N(C)CC#C
0.217713493,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F
-0.169558078,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1OC(F)F)C(=O)OC
0.134546215,NCC(=O)NCC(=O)N[C@@H](CCCNC(=O)CP(O)(O)=O)C(O)=O
0.347109471,CC(=O)N(CC1CCC1)C[C@H]1N[C@H](CO)[C@@H]1c1ccc(cc1)C1=CCCC1
0.231333122,CN(C)C(=O)C[C@H]1O[C@@H](CO)[C@@H](NC(=O)c2ccc(F)cc2)C=C1
-0.016085837,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C
-0.021283115,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl
0.382771189,COc1ccccc1-c1ccc2N[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)C1CCCCC1
-0.027134619,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
0.152277343,CCCNC(=O)Nc1ccc2OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c1ccccc1F
-0.008217418,CN(N=Cc1cnc2ccc(Br)cn12)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O
0.513196026,OC[C@@H]1[C@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)[C@H](N2)[C@H]1C(=O)NCCc1ccncc1
0.051662959,CC1(CCCN1)c1nc2c(cccc2[nH]1)C(N)=O
0.396531183,COc1cccc(CN2[C@@H](CO)[C@H](c3ccccc3)C22CN(C2)C(=O)C2CCCCC2)c1
0.11350618,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1
-0.034430211,CN(C)S(=O)(=O)c1cccc(c1)C(=O)N1CCN(CC1)c1cccc(C)c1C
-0.011425426,OC(COc1cccc2cccnc12)Cn3c4ccccc4c5ccccc35
0.108588337,NC(=O)C1CCN(CC1)c1nc(cs1)-c1ccc2OCCc2c1
-0.024059232,COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1
0.097673317,COc1ccccc1NC2=NC(=O)/C(=C/c3ccc(O)c(OC)c3)/S2
0.436870857,CCC(=O)N(C)C[C@@H]1[C@@H]([C@H](CO)N1C(=O)NC(C)C)c1ccc(cc1)C=CC
0.333405148,CC(C)NC(=O)Nc1cccc2C(=O)N(C[C@@H](C)[C@H](CN(C)Cc3ccc(Cl)c(Cl)c3)Oc12)[C@H](C)CO
-0.012536784,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4NC(=O)CCc4c3)ncc2C(F)(F)F)c1
0.027581207,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
-0.051660465,Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1
0.471287693,OC[C@@H]1[C@H]([C@H]2CN(CC3CCOCC3)CCCCN12)c1ccc(cc1)C#Cc1ccccc1F
-0.010085721,C[C@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
-0.006098812,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c23)CC1
0.301577855,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O
-0.041328116,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O
-0.058823725,Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F
0.180319274,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc4ccc(NC(=O)Nc5ccc6OCOc6c5)cc4C1=O
0.408925497,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@H](C)CCCCO[C@@H](CN(C)C)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2
-0.403053743,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@@H]2[C@@H](C)O[C@H](C[C@@H]2O)O[C@@H]3[C@@H](C)O[C@H](C[C@@H]3O)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4
-0.018597949,CCN(CC)CCOc1ccc(cc1)/C(=C(/Cl)c2ccccc2)/c3ccccc3
-0.081884828,C(CN1CCCC1)Oc1ccc2Nc3nccc(n3)-c3cccc(COCC=CCOCc1c2)c3
-0.26799907,CC(C)OC(=O)CCCC=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
-0.075817945,OC(=O)C1=CCCNC1
0.164443857,COc1ccc(C=CC(=O)CC(=O)C=Cc2cccc(O)c2OC)cc1O
0.14770809,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2ncc(=O)[nH]c2=O
0.224073389,Clc1cc(Cl)cc(/C=C(C#N)/c2cccnc2)c1
0.092476871,C[C@H](Cn1cnc2c(N)ncnc12)OCP(O)(O)=O
0.022367386,C(Nc1ncnc2ccc(cc12)-c1ccc2OCOc2c1)C1CCCOC1
0.271006399,COC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1
0.590865421,OC[C@@H]1N(Cc2ccccn2)[C@H](CN(C)S(C)(=O)=O)[C@H]1c1ccccc1
-0.086624697,Cc1ccc(cc1NC(=O)c1ccno1)C(=O)Nc1cc(NC(=O)C=C)cc(c1)C(F)(F)F
0.005539648,Clc1cccc(c1)N1CCN(Cc2cncn2Cc2ccc(cc2)C#N)CC1=O
0.176198038,Cc1ccc(cc1)S(=O)(=O)NC2CCCCCCC2
-0.113890144,COC(=O)C=Cc1cccc(c1)N(Cc2ccc(cc2)c3ccc(cc3)N(C)C)C(=O)C4CCCCC4
0.118419564,CCn1c2ccccc2n(C2=C(CO)CN(CC3CCCCCCC3)CC2)c1=O
0.160896446,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
